"","speaker","condition_m","condition_s","mov_av_rhythm","env10_av_rhythm","env10_av_rhythmimf1","env10_av_rhythmimf2"
"1","acp","low workload","reading1",0.909607731665719,4.74651810584958,5.6347438752784,2.67558528428094
"2","acp","low workload","reading2",0.904546536538919,5.0127639823625,6.03248259860789,3.07945463093559
"3","acp","low workload","reading3",0.888998641807631,5.17323208353109,5.81326373235259,2.8653985071033
"4","acp","low workload","spont speech1",0.851818988464951,4.56134218804614,5.40020971688221,2.59728902492348
"5","acp","low workload","spont speech2",0.847725120620463,3.35414808206958,4.29973238180196,1.95535714285714
"6","acp","low workload","spont speech3",0.916110456746499,4.04802149698782,4.98374864572048,2.44632400780742
"7","acp","moderate workload","reading1",0.926030491247883,4.70957613814757,5.40540540540541,2.77058227277847
"8","acp","moderate workload","reading2",0.910151691948658,4.70803336761513,5.27819033474237,2.68595041322314
"9","acp","moderate workload","reading3",0.900225056264066,4.8359659781288,5.41985660469073,2.82513395031661
"10","acp","moderate workload","spont speech1",0.923378258639183,3.80112932103016,4.27856585410641,2.11397058823529
"11","acp","moderate workload","spont speech2",0.921047496389962,3.73882207832254,4.25531914893617,2.09779423106586
"12","acp","moderate workload","spont speech3",0.926981791429097,3.33674065420561,3.69329586511441,1.82461774258293
"13","brx","low workload","reading1",0.961328381035613,5.18134715025907,6.15152169220807,3.08126288380167
"14","brx","low workload","reading2",0.963572267920094,5.19781877247941,6.24202343659357,3.02355560764092
"15","brx","low workload","reading3",0.973828362751065,5.18718460274616,6.19500175994368,3.1209667957292
"16","brx","low workload","spont speech1",0.938511326860841,5.26883376983516,6.10096004955095,2.84082136791725
"17","brx","low workload","spont speech2",0.95723435025136,4.97400109469075,5.74712643678161,2.6847020049437
"18","brx","low workload","spont speech3",0.954530319286692,4.30343616203755,5.0276263310037,2.42339934839111
"19","brx","moderate workload","reading1",1.04780615586117,4.84576795815989,5.65997436992738,2.63527378766605
"20","brx","moderate workload","reading2",1.03412616339193,4.92780197112079,5.52182380570512,2.77363896848138
"21","brx","moderate workload","reading3",1.0281517747858,5.06208213944604,5.75522388059701,2.95566502463054
"22","brx","moderate workload","spont speech1",1.06067810248345,4.36801625308373,5.30401973588739,2.3664343786295
"23","brx","moderate workload","spont speech2",1.06378907894233,4.65186641957566,5.55954767217579,2.5811823480433
"24","brx","moderate workload","spont speech3",1.06253140928997,4.41002473916317,5.21315119572622,2.52583237657865
"25","byo","low workload","reading1",0.709300995309461,5.21622826571556,6.21934908604547,3.11838734825704
"26","byo","low workload","reading2",0.749853544229643,5.48037889039242,6.23312331233123,3.19783808129715
"27","byo","low workload","reading3",0.786463298379409,5.13811526656815,6.13706102966246,3.07128122851249
"28","byo","low workload","spont speech1",0.835141441847136,4.37814956661963,5.6198347107438,2.50252270433905
"29","byo","low workload","spont speech2",0.761052042529379,4.38816080106023,5.54410248858784,2.52782076792689
"30","byo","low workload","spont speech3",0.750157927984839,4.55097325030353,5.67892531234089,2.68193224592221
"31","byo","moderate workload","reading1",0.681168973851901,5.06139882541378,5.95708337781574,2.86539078370576
"32","byo","moderate workload","reading2",0.63261480787254,4.9025069637883,5.85485307212823,2.89855072463768
"33","byo","moderate workload","reading3",0.606796116504854,5.0483604623732,6.00919052668788,2.97485538897415
"34","byo","moderate workload","spont speech1",0.60170377173259,3.92831451537235,4.81069598900412,2.23358534366471
"35","byo","moderate workload","spont speech2",0.571172969067199,4.05942950396083,4.72805197455696,2.24955824384939
"36","byo","moderate workload","spont speech3",0.6060116354234,4.44426839895429,5.2744119743407,2.48471858378979
"37","csm","low workload","reading1",0.873243280120071,5.58065373372309,6.26826029216468,3.314621758888
"38","csm","low workload","reading2",0.840108401084011,5.56942072770261,6.15061111841241,3.09155766944114
"39","csm","low workload","reading3",0.831168831168831,5.41147132169576,5.95861381201695,3.00827275006267
"40","csm","low workload","spont speech1",0.847491188467783,4.80012528875142,6.06084334990799,2.7431616897876
"41","csm","low workload","spont speech2",0.878293601003764,4.93865507066315,5.99471967696847,2.74387874076953
"42","csm","low workload","spont speech3",0.913522435036272,4.68565777963717,5.56802190697144,2.79395531194092
"43","csm","moderate workload","reading1",0.97340930674264,4.92917194518024,5.6033987828683,2.81008867902799
"44","csm","moderate workload","reading2",1.00205549845838,4.99873769250189,5.70347003154574,2.82828282828283
"45","csm","moderate workload","reading3",1.00064143681847,5.38617886178862,6.02363705680518,3.02260604521209
"46","csm","moderate workload","spont speech1",0.99728351877349,4.423662139093,5.2920656127069,2.40713224368499
"47","csm","moderate workload","spont speech2",1.02131081624447,4.61028324877152,5.60904478446726,2.63084242933109
"48","csm","moderate workload","spont speech3",1.05532140842266,4.40251572327044,5.09102946044356,2.44500397561622
"49","cvq","low workload","reading1",0.810902128618088,4.90824193723531,5.97176981541802,2.97761356226907
"50","cvq","low workload","reading2",0.788588658239592,5.06891951978657,5.86666666666667,2.9568697198755
"51","cvq","low workload","reading3",0.780972665956691,4.99062792877226,6.07760635811127,2.97493558210354
"52","cvq","low workload","spont speech1",0.786322320011542,4.76036849840485,5.74255296268416,2.66838820744566
"53","cvq","low workload","spont speech2",0.864252719415884,4.94950615913883,6.12584618799245,2.92505924170616
"54","cvq","low workload","spont speech3",0.840163934426229,5.17867444938406,6.17640071944887,2.89353031074885
"55","cvq","moderate workload","reading1",0.994708994708995,4.69092046283749,5.53187064573152,2.72945098447755
"56","cvq","moderate workload","reading2",0.95849903130417,4.47566482689413,5.28006424412769,2.74934778246037
"57","cvq","moderate workload","reading3",0.953288846520496,4.50570928916778,5.2658644451301,2.68817204301075
"58","cvq","moderate workload","spont speech1",0.945780088080283,4.61124079727061,5.45115478410558,2.58240378752556
"59","cvq","moderate workload","spont speech2",0.983778912586362,4.52705741268176,5.2091140758507,2.54466296351899
"60","cvq","moderate workload","spont speech3",0.964842258702669,4.50987828845292,5.26642310608672,2.47688698771906
"61","dwq","low workload","reading1",0.847022587268994,5.61262841393135,6.05151287821956,3.0811623246493
"62","dwq","low workload","reading2",0.866843245846376,4.95596007046389,5.50544687829448,2.72479564032698
"63","dwq","low workload","reading3",0.843450479233227,5.32711427519332,6.11117928580194,3.056280283265
"64","dwq","low workload","spont speech1",0.780429236079844,5.44324062697792,6.45593655757847,3.04655493482309
"65","dwq","low workload","spont speech2",0.802383316782522,5.58868233368409,6.62535562570638,3.14148399953112
"66","dwq","low workload","spont speech3",0.840537944284342,5.50191148070784,6.35321010522997,2.91078330835371
"67","dwq","moderate workload","reading1",1.02237654320988,4.28557883758415,4.87249976301071,2.52395862985103
"68","dwq","moderate workload","reading2",1.02575294631165,4.63890353189246,4.99683744465528,2.54183435712773
"69","dwq","moderate workload","reading3",1.0501619930734,4.61858378023421,5.40777230432403,2.78021015761821
"70","dwq","moderate workload","spont speech1",0.949953660797034,4.76263634966969,5.35206941564924,2.60468689973108
"71","dwq","moderate workload","spont speech2",1.00793561247132,4.51223150357995,5.16109785202864,2.46241092415028
"72","dwq","moderate workload","spont speech3",1.02843547334894,4.4931758932679,5.00690078208864,2.43039532379634
"73","egb","low workload","reading1",0.920510116022629,4.74588938714499,5.66037735849057,2.80576216928726
"74","egb","low workload","reading2",0.955867398820419,4.73914774990044,5.31554847700577,2.70378529941919
"75","egb","low workload","reading3",0.908388094317742,4.58662555405666,5.33821545577183,2.65262336649113
"76","egb","low workload","spont speech1",0.953508463187534,5.13227681265284,5.97706990186426,2.86004830303801
"77","egb","low workload","spont speech2",0.967099029633744,4.98280672159865,6.21230789183581,2.86817429674573
"78","egb","low workload","spont speech3",0.982953838496952,5.40039545229857,6.54349975284231,3.15320885371584
"79","egb","moderate workload","reading1",1.06768350810296,4.56928838951311,5.13060574852542,2.49906050357009
"80","egb","moderate workload","reading2",1.11078631978954,4.46018376722818,5.34022394487511,2.66717835555982
"81","egb","moderate workload","reading3",1.08190186960235,4.34782608695652,5.10962467484207,2.6247207743857
"82","egb","moderate workload","spont speech1",1.09990215594318,4.72630979117085,5.83350077020963,2.706142407395
"83","egb","moderate workload","spont speech2",1.09875904860393,5.01326853598491,5.90849506026793,2.6923322888022
"84","egb","moderate workload","spont speech3",1.10319309305194,4.83712082611502,5.88335201603315,2.76738967838444
"85","fpk","low workload","reading1",0.987288658521535,5.32310274547416,6.281467274035,3.02339532093581
"86","fpk","low workload","reading2",0.988593155893536,5.28744232447936,5.90654205607477,2.89457267623206
"87","fpk","low workload","reading3",1.01236021188935,5.23073346507032,5.84618953717666,2.92614955875523
"88","fpk","low workload","spont speech1",0.911912333805893,4.7017783339021,5.67246805444963,2.70895777212885
"89","fpk","low workload","spont speech2",0.885228234931876,5.03893724232707,5.98564666361276,2.79602750190986
"90","fpk","low workload","spont speech3",0.968732771520832,4.93266520513624,5.93485750078296,2.78060625048954
"91","fpk","moderate workload","reading1",1.15632643984879,4.74928208526618,5.23467697404749,2.74154322352421
"92","fpk","moderate workload","reading2",1.14259597806216,4.57296570275723,5.28970077328253,2.5767421017253
"93","fpk","moderate workload","reading3",1.1400651465798,4.66728280961183,5.47470547470548,2.72674754477181
"94","fpk","moderate workload","spont speech1",1.03333836174385,4.42933970720048,5.25549624874025,2.55414488424197
"95","fpk","moderate workload","spont speech2",1.03046594982079,4.47035235584599,5.0124382727509,2.44437014747948
"96","fpk","moderate workload","spont speech3",1.03799674205402,4.46713465220166,5.23866706694686,2.50939143501127
