,speaker,condition_m,condition_s,mov_av_rhythm,env8_av_rhythm,env8_av_rhythmimf1,env8_av_rhythmimf2
256,koe,low ,spont speech2,0.910855607,4.34271438,5.246528033,2.397764048
257,koe,low ,spont speech3,0.921316591,3.813015582,4.35563703,2.129065414
258,koe,moderate ,reading1,0.887496737,4.454568464,4.826279217,2.409944191
259,koe,moderate ,reading2,0.878844947,4.308281474,4.785261395,2.528901734
260,koe,moderate ,reading3,0.870790114,4.431929481,4.725180561,2.53757083
261,koe,moderate ,spont speech1,0.899402917,3.559493861,3.912439455,1.97699767
262,koe,moderate ,spont speech2,0.883762732,3.398886827,3.796529735,1.849925706
263,koe,moderate ,spont speech3,0.907065563,3.145643284,3.538848695,1.842084547
264,kwl,low ,reading1,0.749879052,4.482957828,5.131168381,2.470561071
265,kwl,low ,reading2,0.74202325,4.553039333,5.458879619,2.550047664
266,kwl,low ,reading3,0.74019245,4.66562986,5.356929332,2.531035314
267,kwl,low ,spont speech1,0.784313725,3.916214565,4.525699508,2.128577592
268,kwl,low ,spont speech2,0.79367704,3.821905726,4.343424447,2.032347656
269,kwl,low ,spont speech3,0.812107789,4.030668127,4.534501643,2.141265027
270,kwl,moderate ,reading1,0.955690704,4.162704702,4.496042216,2.407348749
271,kwl,moderate ,reading2,0.917746931,4.282368685,4.615899208,2.318065307
272,kwl,moderate ,reading3,0.921552816,3.992821893,4.509254066,2.188628159
273,kwl,moderate ,spont speech1,0.871958195,3.465300991,4.029562391,1.909146716
274,kwl,moderate ,spont speech2,0.912716674,3.820207686,4.426589858,2.078749715
275,kwl,moderate ,spont speech3,0.942815053,3.973017475,4.369292843,2.16497307
276,lwa,low ,reading1,0.901098901,4.318374259,4.932260796,2.474881015
277,lwa,low ,reading2,0.897797265,4.184527455,4.857638535,2.427828216
278,lwa,low ,reading3,0.86490939,4.21494207,4.824080534,2.354835463
279,lwa,low ,spont speech1,0.914956813,3.866729871,4.780930453,2.257397553
280,lwa,low ,spont speech2,0.906236337,4.100335769,5.0799921,2.325489421
281,lwa,low ,spont speech3,0.858582275,3.835867117,5.039414414,2.232630207
282,lwa,moderate ,reading1,1.022441729,3.686159676,4.254219773,2.151648162
283,lwa,moderate ,reading2,1.032515171,3.842067989,4.320495795,2.168118002
284,lwa,moderate ,reading3,1.019426813,3.94922426,4.45572476,2.294526989
285,lwa,moderate ,spont speech1,1.026694045,3.460810299,3.975766755,1.880212282
286,lwa,moderate ,spont speech2,1.005383436,3.634692218,4.213800905,1.987691872
287,lwa,moderate ,spont speech3,1.023072038,3.682530775,4.419036931,2.043969937
288,npn,low ,reading1,0.909968289,5.108724129,5.738241845,3.03190087
289,npn,low ,reading2,0.938715301,4.917820629,5.357142857,2.559131446
290,npn,low ,reading3,0.921295078,4.942045599,5.143220878,2.724032587
291,npn,low ,spont speech1,1.099741237,4.132086499,4.880187025,2.304902305
292,npn,low ,spont speech2,0.917156814,4.007803975,4.523659932,2.185285743
293,npn,low ,spont speech3,0.994612516,3.861637096,4.607126882,2.179511103
294,npn,moderate ,reading1,0.970501852,4.778410498,5.099641045,2.573301992
295,npn,moderate ,reading2,1.011346818,4.48920165,5.046094129,2.523965538
296,npn,moderate ,reading3,1.044196212,4.403189337,5.022613663,2.709447415
297,npn,moderate ,spont speech1,0.960654062,3.594482571,4.321532921,2.026797252
298,npn,moderate ,spont speech2,0.888059461,3.766370328,4.307653094,2.034373904
299,npn,moderate ,spont speech3,0.968105066,3.456954623,4.071359834,1.970516335
300,oet,low ,reading1,0.653436592,4.69330855,5.39789181,2.809706258
301,oet,low ,spont speech1,0.560522208,4.248766318,5.123718195,2.356571749
302,oet,low ,spont speech2,0.559969731,4.223397472,4.951052099,2.335887036
303,oet,low ,spont speech3,0.569245165,4.186189415,5.230816499,2.406951707
304,oet,moderate ,reading1,0.709975151,4.416116549,4.711505633,2.550091075
305,oet,moderate ,reading2,0.728551689,4.563013037,4.997585707,2.5892317
306,oet,moderate ,reading3,0.705237038,4.848331006,5.30187722,2.718150641
307,oet,moderate ,spont speech1,0.666998888,3.648612846,4.329889103,1.992197856
308,oet,moderate ,spont speech2,0.641201079,3.659438627,4.111028925,2.034056813
309,oet,moderate ,spont speech3,0.621403913,3.924985793,4.569047168,2.252132701
310,ots,low ,reading1,1.038023243,4.233983287,4.83350039,2.419625854
311,ots,low ,reading2,1.045929968,4.247275962,4.823830166,2.385730212
312,ots,low ,reading3,1.046643914,4.129925215,4.731086811,2.306314375
313,ots,low ,spont speech1,1.098827917,3.787979302,4.338596258,2.045084825
314,ots,low ,spont speech2,1.065212833,3.67497615,4.479654901,2.134640143
315,ots,low ,spont speech3,1.076197958,3.254564566,3.597150309,1.80854381
316,ots,moderate ,reading1,1.123216893,4.111536359,4.425550469,2.293077091
317,ots,moderate ,reading2,1.108597285,4.004894872,4.469646431,2.345582486
318,ots,moderate ,spont speech1,1.068385502,3.405261085,3.729154812,1.797693691
319,ots,moderate ,spont speech2,1.070880294,3.594734683,4.228187919,2.00716311
320,ots,moderate ,spont speech3,1.140544518,3.496153321,4.151682069,1.95015264
321,php,low ,reading1,0.866247293,4.179408767,4.626515846,2.393861893
322,php,low ,reading2,0.914335474,4.14170083,4.742419473,2.374947457
323,php,low ,reading3,0.933644548,4.254413954,4.861407249,2.506963788
324,php,low ,spont speech1,0.87191497,3.4765779,4.106055177,1.987230074
325,php,low ,spont speech2,0.914263483,3.353200562,3.789310462,1.891184172
326,php,low ,spont speech3,0.909834026,3.704224362,4.245448795,2.025886325
327,php,moderate ,reading1,1.20447376,4.20499343,4.573999438,2.328201277
328,php,moderate ,reading2,1.162672106,4.1230893,4.40333769,2.299082384
329,php,moderate ,reading3,1.186495524,4.27887174,4.831843338,2.544638084
330,php,moderate ,spont speech1,1.172815534,3.199938016,3.627363781,1.670985959
331,php,moderate ,spont speech2,1.158554357,3.380363425,3.946175329,1.811897399
332,php,moderate ,spont speech3,1.165462902,3.789014584,4.531713827,2.122088266
333,pry,low ,reading1,1.099530409,4.528556945,5.42915071,2.659454586
334,pry,low ,reading2,1.154979375,4.691812328,5.380547252,2.786092563
335,pry,low ,reading3,1.206854936,4.995265152,5.727132884,2.769157317
336,pry,low ,spont speech1,1.06003245,3.760366028,4.421195944,2.081172895
337,pry,low ,spont speech2,1.172297928,3.619809016,4.382263676,2.089043633
338,pry,low ,spont speech3,1.284733693,3.877409715,4.678447805,2.281008599
339,pry,moderate ,reading1,1.226533166,4.61669299,5.463817387,2.756583805
340,pry,moderate ,reading2,1.27388535,4.474529601,5.299380592,2.548065786
341,pry,moderate ,reading3,1.332662811,4.573395623,5.137028389,2.719742861
342,pry,moderate ,spont speech1,1.332134685,3.401831129,3.914547304,1.848760028
343,pry,moderate ,spont speech2,1.276579081,3.255071448,3.916987891,1.817319848
344,pry,moderate ,spont speech3,1.361007145,3.100484216,3.776134529,1.827411168
345,pzi,low ,reading1,0.911623196,4.856512141,5.516057857,2.835655283
346,pzi,low ,reading2,0.913867946,4.598214286,5.062444246,2.508398656
347,pzi,low ,reading3,0.923404759,4.391540506,5.080831409,2.415795587
348,pzi,low ,spont speech1,0.874910435,3.466696552,4.166511107,1.975013092
349,pzi,low ,spont speech2,0.834711987,3.542052612,4.364579474,1.958747589
350,pzi,low ,spont speech3,0.872104046,3.655058541,4.165415791,2.028931054
351,pzi,moderate ,reading1,0.824402308,4.409591999,4.793275784,2.233109263
352,pzi,moderate ,reading2,0.845038255,4.086189572,4.68593105,2.356373429
353,pzi,moderate ,reading3,0.841346154,4.17820868,4.65437788,2.343841556
354,pzi,moderate ,spont speech1,0.792663973,3.689440037,4.135541009,1.971700302
355,pzi,moderate ,spont speech2,0.795570265,3.364792778,3.839827935,1.931574296
356,pzi,moderate ,spont speech3,0.797275331,3.215926493,3.644298128,1.669986211
357,qlk,low ,reading1,0.804257836,4.597432905,5.319645357,2.564999417
358,qlk,low ,reading2,0.759553762,4.414653877,5.305039788,2.701142791
359,qlk,low ,reading3,0.797843666,4.410499139,5.173894375,2.610008628
360,qlk,low ,spont speech1,1.072912731,3.293142427,3.918613414,1.876978743
361,qlk,low ,spont speech2,1.013578862,3.60947199,4.241797787,1.984386417
362,qlk,low ,spont speech3,1.010824243,3.90484552,4.522655074,2.298946664
363,qlk,moderate ,reading1,0.917909669,3.968174036,4.611821569,2.233400402
364,qlk,moderate ,reading2,0.889453621,4.01989225,4.697361614,2.235099338
365,qlk,moderate ,reading3,0.949628406,3.990634226,4.653998577,2.197131523
366,qlk,moderate ,spont speech1,0.899550225,3.475361245,4.155401652,1.973659803
367,qlk,moderate ,spont speech2,0.90706434,3.75773314,4.48632358,2.11377771
368,qlk,moderate ,spont speech3,0.93447547,3.478132169,3.870347073,1.90440904
369,rct,low ,reading1,0.877759133,4.684955531,5.232849274,2.566382925
370,rct,low ,reading2,0.863053687,4.657466732,5.22360478,2.585456805
371,rct,low ,reading3,0.874056416,4.641775984,5.295675199,2.639928925
372,rct,low ,spont speech1,0.895603754,4.341567788,5.03901549,2.388945273
373,rct,low ,spont speech2,0.856470919,4.22071093,5.272383089,2.414712902
374,rct,low ,spont speech3,0.865860839,4.211755814,5.146174723,2.420408444
375,rct,moderate ,reading1,0.946870068,4.474733188,5.089320139,2.586318376
376,rct,moderate ,spont speech1,0.904431715,3.95357544,4.640892249,2.313740172
377,rct,moderate ,spont speech2,0.890161777,3.978881322,4.460938098,2.198138858
378,rct,moderate ,spont speech3,0.903843233,3.939849624,4.518796992,2.168511407
379,rno,low ,reading1,1.097066539,4.229466059,4.692972216,2.381508289
380,rno,low ,reading2,1.073672187,4.018512247,4.582392777,2.134665607
381,rno,low ,reading3,1.113762928,4.311403999,4.888938498,2.436026372
382,rno,low ,spont speech1,1.007655054,3.804643218,4.286047053,1.988195092
383,rno,low ,spont speech2,1.107739729,3.980194249,4.52294801,2.17453505
384,rno,low ,spont speech3,1.13170086,4.08877733,4.604002906,2.195404199
385,rno,moderate ,reading1,1.076993584,4.152712659,4.544948201,2.28443449
386,rno,moderate ,reading2,1.035831307,3.937332509,4.471460952,2.144939608
387,rno,moderate ,reading3,1.086453999,4.067872795,4.628693405,2.366197183
388,rno,moderate ,spont speech1,1.075316205,3.344656389,3.745318352,1.890673552
389,rno,moderate ,spont speech2,1.092080086,3.633680716,4.030249931,1.898148148
390,rno,moderate ,spont speech3,1.055737977,3.67093296,4.222395983,2.183136302
391,rvh,low ,reading1,0.874519677,4.543704274,5.035787321,2.653613294
392,rvh,low ,reading2,0.865250032,4.595131644,5.100903801,2.588674549
393,rvh,low ,reading3,0.878691726,4.471931494,4.753416518,2.46146493
394,rvh,low ,spont speech1,0.865896166,3.597383721,4.0625,1.964708023
395,rvh,low ,spont speech2,0.865207521,3.768300446,4.515170804,2.200977268
396,rvh,low ,spont speech3,0.859079445,3.054329571,3.577705738,1.660948222
397,rvh,moderate ,spont speech1,0.84110025,3.007008818,3.436581506,1.660502679
398,rvh,moderate ,spont speech2,0.79405305,3.491649489,3.948476174,1.900117706
399,rvh,moderate ,spont speech3,0.817594637,3.381350119,3.749697605,1.831088166
400,sph,low ,reading1,0.930035933,4.670071927,5.107891171,2.605252188
401,sph,low ,reading2,0.925403453,4.661586732,5.259623993,2.665472057
402,sph,low ,reading3,0.89706728,4.728079911,5.259653795,2.476849269
403,sph,low ,spont speech1,0.891506806,4.077152266,4.586796299,2.362822828
404,sph,low ,spont speech2,0.885962773,3.960157442,4.53851715,2.178806882
405,sph,low ,spont speech3,0.874027744,4.162388437,4.82584314,2.245325533
406,sph,moderate ,reading1,0.862895494,4.17611489,4.722773212,2.2312565
407,sph,moderate ,reading2,0.86384204,4.381049414,4.88997555,2.452984464
408,sph,moderate ,reading3,0.84754522,4.335933543,4.814402751,2.382892057
409,sph,moderate ,spont speech1,0.85511261,4.098262433,4.679168414,2.248134049
410,sph,moderate ,spont speech2,0.890726897,3.808771237,4.415133086,2.151473205
411,sph,moderate ,spont speech3,0.903757152,3.895304637,4.380407631,2.224637681
412,tuv,low ,reading1,0.925376676,4.464492251,4.949121184,2.618164968
413,tuv,low ,reading2,0.971581248,4.461756374,4.979938636,2.591535901
414,tuv,low ,reading3,1.033824025,4.600511168,4.999444506,2.667555852
415,tuv,low ,spont speech1,1.060487038,4.124912608,4.519335301,2.267961165
416,tuv,low ,spont speech2,1.193540838,3.963627885,4.348332492,2.1062449
417,tuv,low ,spont speech3,1.209151618,3.9447423,4.342383225,2.137153593
418,tuv,moderate ,reading1,1.422895685,3.565225341,3.867554502,1.831166453
419,tuv,moderate ,reading2,1.436483212,3.384854503,3.782710079,1.924911125
420,tuv,moderate ,reading3,1.450605949,3.354675805,3.658646481,1.880650995
421,tuv,moderate ,spont speech1,1.503759398,3.653714174,3.937702028,2.023973276
422,tuv,moderate ,spont speech2,1.542536616,3.120622568,3.252412076,1.555935895
423,tuv,moderate ,spont speech3,1.550262414,2.974939369,3.1996102,1.55214228
424,tyf,low ,reading1,0.803571429,4.318429662,5.05997819,2.471587774
425,tyf,low ,reading2,0.808500809,4.348318424,4.870313739,2.417805898
426,tyf,low ,reading3,0.779917134,4.303065356,4.811473514,2.300987798
427,tyf,low ,spont speech1,0.836055784,3.899895725,4.478909483,2.046661079
428,tyf,low ,spont speech2,0.882205514,4.150730036,4.679295447,2.260638298
429,tyf,low ,spont speech3,0.888212928,4.013961606,4.573629416,2.20293725
430,tyf,moderate ,reading1,0.881242132,3.989664083,4.217054264,2.265876728
431,tyf,moderate ,reading2,0.859719019,4.017903612,4.725720829,2.329935511
432,tyf,moderate ,reading3,0.873920921,4.02656704,4.669987547,2.349239643
433,tyf,moderate ,spont speech1,0.90042721,3.70057781,4.1408405,2.045535976
434,tyf,moderate ,spont speech2,0.911495422,3.543259313,4.116193331,1.973255055
435,tyf,moderate ,spont speech3,0.965419008,3.705011971,4.169938747,1.985481656
436,uxi,low ,reading1,0.946015424,4.180973541,4.968693193,2.41959875
437,uxi,low ,reading2,0.952170062,4.36919716,4.890829694,2.404588573
438,uxi,low ,reading3,0.947760352,4.235033259,4.743959211,2.372505543
439,uxi,moderate ,reading1,0.89047195,3.736498978,4.163829166,2.138829477
440,uxi,moderate ,reading2,0.920245399,3.666792027,4.136504654,2.066892146
441,uxi,moderate ,reading3,0.936633853,3.549295775,3.992467043,2.068446785
442,vnu,low ,reading1,1.193962604,4.332370584,4.931141715,2.600288921
443,vnu,low ,reading2,1.243921746,4.340641181,4.799119428,2.480345477
444,vnu,low ,reading3,1.238095238,4.500115982,4.893888438,2.608594387
445,vnu,low ,spont speech1,1.094788928,3.448275862,4.21511182,1.98305501
446,vnu,low ,spont speech2,1.114962656,3.858200456,4.248656727,2.029986823
447,vnu,low ,spont speech3,1.174168297,4.242552292,5.138390027,2.453157383
448,vnu,moderate ,reading1,1.164551066,4.518106482,5.051534715,2.658788774
449,vnu,moderate ,reading2,1.164765834,4.529741328,5.066603235,2.501786991
450,vnu,moderate ,reading3,1.15266996,4.578034682,5.057152754,2.483462922
451,vnu,moderate ,spont speech1,1.085051894,3.642317717,4.096772038,2.073093256
452,vnu,moderate ,spont speech2,1.156329779,3.470102018,4.009819967,2.018697158
453,vnu,moderate ,spont speech3,1.060720857,3.554791084,4.042141475,1.93728923
454,wdy,low ,reading1,0.842992624,4.801643343,5.313141684,2.735130951
455,wdy,low ,reading2,0.835354352,4.629017326,5.315351051,2.542372881
456,wdy,low ,reading3,0.859106529,4.773137228,5.38290788,2.716939285
457,wdy,low ,spont speech1,0.839976667,4.16073832,4.852912901,2.232142857
458,wdy,low ,spont speech2,0.865360143,3.105981112,3.643231899,1.6887918
459,wdy,low ,spont speech3,0.875828763,3.864773277,4.217401822,2.12362227
460,wdy,moderate ,reading1,0.959055699,4.380610413,4.80861244,2.535581868
461,wdy,moderate ,reading2,0.905432596,4.610880703,5.170101207,2.601546202
462,wdy,moderate ,reading3,0.945156075,4.321669736,4.901960784,2.476400637
463,wdy,moderate ,spont speech1,0.876383764,3.300404981,3.678891791,1.848484848
464,wdy,moderate ,spont speech2,0.89761786,3.230968529,3.588807786,1.728225128
465,wdy,moderate ,spont speech3,0.959349593,3.819444444,4.320090439,2.165889272
466,wfk,low ,reading1,0.695777351,4.742173112,5.198389879,2.527536232
467,wfk,low ,reading2,0.622829081,4.522024367,5.256395281,2.572798503
468,wfk,low ,reading3,0.60204696,4.657565676,5.204631434,2.501434309
469,wfk,low ,spont speech1,0.628472888,3.539351499,4.037408759,1.984866345
470,wfk,low ,spont speech2,0.612946629,3.682342502,4.355220349,2.116637063
471,wfk,low ,spont speech3,0.639295944,3.55082839,4.366847937,1.891427168
472,wfk,moderate ,reading1,0.792340707,4.316083315,4.545941889,2.461405592
473,wfk,moderate ,reading2,0.781674085,4.058648534,4.612114772,2.227880331
474,wfk,moderate ,reading3,0.806993948,4.256719693,4.706139871,2.468319559
475,wfk,moderate ,spont speech1,0.767856464,3.217440331,3.570757376,1.760457418
476,wfk,moderate ,spont speech2,0.759248499,3.119436489,3.457076566,1.679696571
477,wfk,moderate ,spont speech3,0.770144607,3.447996106,4.024014279,1.883804961
478,wkv,low ,reading1,0.763143019,4.029456718,4.570637119,2.094679514
479,wkv,low ,spont speech1,0.746295958,3.786463572,4.598361834,2.092772384
480,wkv,low ,spont speech2,0.77089115,3.68252516,4.345837145,2.175406458
481,wkv,low ,spont speech3,0.797306189,4.078503527,4.638147807,2.171494341
482,wkv,moderate ,reading1,0.914370444,4.013377926,4.417382999,2.153882972
483,wkv,moderate ,reading2,0.959959581,3.994608504,4.508698848,2.26044226
484,wkv,moderate ,reading3,0.946946704,3.983969826,4.523501001,2.270040199
485,wkv,moderate ,spont speech1,0.940097894,3.535741737,3.919609576,1.945555214
486,wkv,moderate ,spont speech2,0.955840184,3.365183296,3.83226248,1.880087126
487,wkv,moderate ,spont speech3,0.970490769,3.6256852,4.055111946,2.021785127
488,xfy,low ,reading1,0.726884019,4.711498547,5.603403549,2.698775171
489,xfy,low ,reading2,0.654329823,4.571770813,5.349301397,2.575878594
490,xfy,low ,reading3,0.700092659,4.56098051,5.483579391,2.696719662
491,xfy,low ,spont speech1,0.763214925,3.616636528,4.729447767,2.210560535
492,xfy,low ,spont speech2,0.678805669,2.935665209,3.569197823,1.733071288
493,xfy,low ,spont speech3,0.623785663,4.207021792,5.316787732,2.404404708
494,xfy,moderate ,reading1,0.855005344,4.089154089,4.808282881,2.46522275
495,xfy,moderate ,reading2,0.851457658,3.925082893,4.784517516,2.420222302
496,xfy,moderate ,reading3,0.854700855,4.125459169,4.670872964,2.452937821
497,xfy,moderate ,spont speech1,0.712871287,3.343405408,3.892791273,1.901245237
498,xfy,moderate ,spont speech2,0.76897726,4.290873807,5.099455555,2.426922662
499,xfy,moderate ,spont speech3,0.805591755,3.659958039,4.172818401,1.944390434
500,ybh,low ,reading1,0.813812823,4.749568221,5.481817201,2.83286119
501,ybh,low ,reading2,0.816231343,4.654270126,5.120213713,2.700892857
502,ybh,low ,reading3,0.847166571,4.812893255,5.628517824,2.827479567
503,ybh,low ,spont speech1,0.869898048,3.713802506,4.272943775,2.024669177
504,ybh,low ,spont speech2,0.843576765,3.507240627,4.078555842,1.92246584
505,ybh,low ,spont speech3,0.792680356,3.892053724,4.8567508,2.232031315
506,ybh,moderate ,reading1,0.787091696,4.174177023,4.591159173,2.345537757
507,ybh,moderate ,reading2,0.831078469,4.049904031,4.644022261,2.415225582
508,ybh,moderate ,reading3,0.777555953,4.186698718,4.646039852,2.343280593
509,ybh,moderate ,spont speech1,0.8492569,3.680387409,4.390637611,2.011552288
510,ybh,moderate ,spont speech2,0.855931525,3.211644188,3.686271408,1.71860769
511,ybh,moderate ,spont speech3,0.86238398,3.636495609,4.235413569,2.045421459
512,yvc,low ,reading1,0.925706148,4.711370262,5.196923794,2.591943958
513,yvc,low ,reading2,0.936928702,4.170871174,4.710104295,2.420710523
514,yvc,low ,reading3,0.939872274,4.569128788,5.053725351,2.509560229
515,yvc,low ,spont speech1,0.845024202,4.251356385,5.343047966,2.309655983
516,yvc,low ,spont speech2,0.865618072,4.253104836,5.224450149,2.494094762
517,yvc,low ,spont speech3,0.864414919,4.189899634,5.300859599,2.455161419
518,yvc,moderate ,reading1,0.977410947,4.003833458,4.599659284,2.445247714
519,yvc,moderate ,reading2,1.002097413,4.26405199,4.81350519,2.359949593
520,yvc,moderate ,reading3,1.020650368,4.198385236,4.498269896,2.445213379
521,yvc,moderate ,spont speech1,0.942285041,4.02927639,4.56500415,2.18352159
522,yvc,moderate ,spont speech2,0.948084716,3.943086354,4.567453116,2.196387322
523,yvc,moderate ,spont speech3,1.015897635,4.079437637,4.548073599,2.167980012
524,zbw,low ,reading1,0.641436818,3.750608865,4.248004911,2.156401041
525,zbw,low ,reading2,0.612244898,3.670839917,4.03353177,2.01946472
526,zbw,low ,spont speech1,0.775482021,3.244204908,3.52676469,1.856416173
527,zbw,low ,spont speech2,0.764183072,3.678329663,4.444988174,2.179413925
528,zbw,low ,spont speech3,0.777767239,3.596309546,4.358877801,2.132377223
529,zbw,moderate ,reading1,0.886607559,4.328018223,4.785779398,2.478962929
530,zbw,moderate ,reading2,0.9196515,4.53847063,4.841757204,2.493469485
531,zbw,moderate ,reading3,0.911598896,4.38108484,4.773490905,2.395627399
532,zbw,moderate ,spont speech1,0.832748948,3.751353693,4.531080788,2.106449376
533,zbw,moderate ,spont speech2,0.848532564,3.794014466,4.339728875,2.132639792
534,zbw,moderate ,spont speech3,0.973939102,3.822467615,4.404585014,2.023644691
535,zib,low ,reading1,0.953402455,4.60968265,5.072379849,2.562012344
536,zib,low ,reading2,0.96049946,4.428472061,4.820952602,2.400932401
537,zib,low ,reading3,0.98005698,4.388432542,5.129935876,2.554249548
538,zib,low ,spont speech1,0.902264565,4.113140837,4.899882214,2.342182891
539,zib,low ,spont speech2,0.95976375,4.062155879,5.040988621,2.388242498
540,zib,low ,spont speech3,1.05927592,4.260696877,5.00451345,2.489146165
541,zib,moderate ,reading1,0.89986156,3.262316911,3.641580225,1.854714065
542,zib,moderate ,spont speech1,0.818313287,3.863548715,4.408930011,2.244432755
543,zib,moderate ,spont speech2,0.868219395,3.75534486,4.363987808,2.126077907
544,zib,moderate ,spont speech3,0.938092545,3.802733214,4.515447584,2.133350946
545,zmq,low ,reading1,1.208692298,4.718647489,5.212136472,2.673392182
546,zmq,low ,reading2,1.216051885,4.695081967,4.978383336,2.642356982
547,zmq,low ,reading3,1.22651357,4.66367713,5.21339126,2.609363008
548,zmq,low ,spont speech1,1.208787695,4.064911556,4.846136746,2.36453202
549,zmq,low ,spont speech2,1.236672349,4.413186227,5.04649845,2.475148442
550,zmq,low ,spont speech3,1.247061229,3.862385631,4.41608427,2.15533259
551,zmq,moderate ,reading1,1.34610997,4.300833146,4.829290207,2.383897447
552,zmq,moderate ,reading2,1.86579746,3.970442263,4.579984587,2.160493827
553,zmq,moderate ,spont speech1,1.256671846,3.860015494,4.243996093,2.069290914
554,zmq,moderate ,spont speech2,1.237677197,3.759236674,4.294676465,2.145599369
555,zmq,moderate ,spont speech3,1.220334629,3.760956175,4.229434058,2.116706635
556,acp,low ,motion only,0.905111411,NA,NA,NA
557,acp,moderate ,motion only,0.968541468,NA,NA,NA
558,brx,low ,motion only,0.910472812,NA,NA,NA
559,brx,moderate ,motion only,1.030481809,NA,NA,NA
560,byo,low ,motion only,0.821769711,NA,NA,NA
561,byo,moderate ,motion only,0.665197355,NA,NA,NA
562,csm,low ,motion only,0.906122449,NA,NA,NA
563,csm,moderate ,motion only,4.03414406,NA,NA,NA
564,cvq,low ,motion only,0.844238075,NA,NA,NA
565,cvq,moderate ,motion only,0.958118839,NA,NA,NA
566,dwq,low ,motion only,0.601481457,NA,NA,NA
567,dwq,moderate ,motion only,0.983472659,NA,NA,NA
568,egb,low ,motion only,0.800353053,NA,NA,NA
569,egb,moderate ,motion only,1.055226325,NA,NA,NA
570,fpk,low ,motion only,0.979849862,NA,NA,NA
571,fpk,moderate ,motion only,1.110382514,NA,NA,NA
572,fws,low ,motion only,0.811430292,NA,NA,NA
573,fws,moderate ,motion only,0.894906491,NA,NA,NA
574,gjs,low ,motion only,0.933743525,NA,NA,NA
575,gjs,moderate ,motion only,1.058585859,NA,NA,NA
576,gmm,low ,motion only,0.65213409,NA,NA,NA
577,gmm,moderate ,motion only,0.739558924,NA,NA,NA
578,hct,low ,motion only,0.840203313,NA,NA,NA
579,hct,moderate ,motion only,0.977599488,NA,NA,NA
580,hox,low ,motion only,0.999385624,NA,NA,NA
581,hox,moderate ,motion only,0.894202186,NA,NA,NA
582,hqn,low ,motion only,0.746784011,NA,NA,NA
583,hqn,moderate ,motion only,0.839360918,NA,NA,NA
584,hsx,low ,motion only,0.988376993,NA,NA,NA
585,hsx,moderate ,motion only,1.187139324,NA,NA,NA
586,ilu,low ,motion only,1.177278524,NA,NA,NA
587,ilu,moderate ,motion only,1.888481888,NA,NA,NA
588,irc,low ,motion only,1.080335403,NA,NA,NA
589,irc,moderate ,motion only,1.118603729,NA,NA,NA
590,ite,low ,motion only,0.919811321,NA,NA,NA
591,ite,moderate ,motion only,0.950832995,NA,NA,NA
592,jwi,low ,motion only,0.729579699,NA,NA,NA
593,jwi,moderate ,motion only,0.778580715,NA,NA,NA
594,kgj,low ,motion only,1.02745098,NA,NA,NA
595,kgj,moderate ,motion only,1.124951984,NA,NA,NA
596,knb,low ,motion only,0.860975168,NA,NA,NA
597,knb,moderate ,motion only,1.000773648,NA,NA,NA
598,koe,low ,motion only,0.909959855,NA,NA,NA
599,koe,moderate ,motion only,0.925599797,NA,NA,NA
600,kwl,low ,motion only,0.793990106,NA,NA,NA
601,kwl,moderate ,motion only,0.980313379,NA,NA,NA
602,lwa,low ,motion only,0.91099448,NA,NA,NA
603,lwa,moderate ,motion only,1.082866989,NA,NA,NA
604,npn,low ,motion only,0.942528736,NA,NA,NA
605,npn,moderate ,motion only,1.088147337,NA,NA,NA
606,oet,low ,motion only,0.645286686,NA,NA,NA
607,oet,moderate ,motion only,0.68801898,NA,NA,NA
608,ots,low ,motion only,1.103448276,NA,NA,NA
609,ots,moderate ,motion only,1.231899392,NA,NA,NA
610,php,low ,motion only,0.80525324,NA,NA,NA
611,php,moderate ,motion only,1.136707474,NA,NA,NA
612,pry,low ,motion only,3.990093561,NA,NA,NA
613,pry,moderate ,motion only,1.200361011,NA,NA,NA
614,pzi,low ,motion only,0.858815287,NA,NA,NA
615,pzi,moderate ,motion only,0.763653383,NA,NA,NA
616,qlk,low ,motion only,1.056862533,NA,NA,NA
617,qlk,moderate ,motion only,1.136146886,NA,NA,NA
618,rct,low ,motion only,1.591625601,NA,NA,NA
619,rct,moderate ,motion only,0.880318591,NA,NA,NA
620,rno,low ,motion only,1.119613371,NA,NA,NA
621,rno,moderate ,motion only,1.086238532,NA,NA,NA
622,rvh,low ,motion only,0.914424439,NA,NA,NA
623,rvh,moderate ,motion only,0.974886599,NA,NA,NA
624,sph,low ,motion only,0.923935836,NA,NA,NA
625,sph,moderate ,motion only,0.913328294,NA,NA,NA
626,tuv,low ,motion only,0.751494449,NA,NA,NA
627,tuv,moderate ,motion only,1.238801824,NA,NA,NA
628,tyf,low ,motion only,0.794706283,NA,NA,NA
629,tyf,moderate ,motion only,0.902624235,NA,NA,NA
630,uxi,low ,motion only,0.870466321,NA,NA,NA
631,uxi,moderate ,motion only,0.855596159,NA,NA,NA
632,vnu,low ,motion only,1.022665113,NA,NA,NA
633,vnu,moderate ,motion only,0.936433211,NA,NA,NA
634,wdy,low ,motion only,0.848882709,NA,NA,NA
635,wdy,moderate ,motion only,0.972334058,NA,NA,NA
636,wfk,low ,motion only,2.518340085,NA,NA,NA
637,wfk,moderate ,motion only,0.780458644,NA,NA,NA
