"","speaker","condition_m","condition_s","mov_av_rhythm","env12_av_rhythm","env12_av_rhythmimf1","env12_av_rhythmimf2"
"287","lwa","moderate workload","spont speech3",1.02307203838284,5.15409698117177,6.43736194383086,3.00487941868221
"288","npn","low workload","reading1",0.909968288983869,6.33922724296005,7.41225772655841,3.6144578313253
"289","npn","low workload","reading2",0.938715301059407,5.84054787440238,6.92327563936967,3.44425741292244
"290","npn","low workload","reading3",0.921295077652014,5.5520183369413,6.54276985743381,3.28788071874602
"291","npn","low workload","spont speech1",1.09974123735592,5.73214911768143,7.28058899146897,3.26277628347562
"292","npn","low workload","spont speech2",0.917156813876981,5.22331316737743,6.38037621078383,3.0037381322571
"293","npn","low workload","spont speech3",0.994612515540821,5.11253540020868,6.41675361454762,2.92406385200656
"294","npn","moderate workload","reading1",0.970501851615375,5.96904024767802,6.80187979223349,3.29207920792079
"295","npn","moderate workload","reading2",1.01134681795757,5.53196651704476,6.52674996967124,3.17884008735744
"296","npn","moderate workload","reading3",1.04419621175328,5.37839124226559,6.37791527843884,3.2369391883851
"297","npn","moderate workload","spont speech1",0.960654062340317,4.78891417314812,6.06595795265428,2.80665987088005
"298","npn","moderate workload","spont speech2",0.888059461372631,5.0328088169714,6.00114671593298,2.73448704465054
"299","npn","moderate workload","spont speech3",0.968105065666041,4.64737660031081,5.45400725227559,2.54682757088917
"300","oet","low workload","reading1",0.653436592449177,5.86326767091541,7.43399722093562,3.37013364323068
"301","oet","low workload","spont speech1",0.560522208031787,5.74507539974109,7.34753857457752,3.34628443417691
"302","oet","low workload","spont speech2",0.559969731365872,5.44431946006749,6.83164604424447,3.26466283913092
"303","oet","low workload","spont speech3",0.569245165315034,5.6745757505951,6.9338862013361,3.18887352082373
"304","oet","moderate workload","reading1",0.70997515086972,5.16613563950842,6.41857289177194,3.05030730707944
"305","oet","moderate workload","reading2",0.728551689486245,5.55220277610139,6.59101883148238,3.32806996234665
"306","oet","moderate workload","reading3",0.70523703800444,5.82131106049101,6.9009260433845,3.4303138101893
"307","oet","moderate workload","spont speech1",0.666998888335186,4.72130650600584,6.13868889730959,2.77830349369772
"308","oet","moderate workload","spont speech2",0.641201079094499,4.73243821755205,5.76765907764156,2.74943531427681
"309","oet","moderate workload","spont speech3",0.621403912543153,4.89412477745369,5.87054501382419,2.84913237857089
"310","ots","low workload","reading1",1.03802324269435,5.4608269252201,6.74832962138085,3.17602326101543
"311","ots","low workload","reading2",1.04592996816735,5.40360240160107,6.55774146937868,3.02592056958505
"312","ots","low workload","reading3",1.04664391353811,5.22321428571429,6.23885918003565,2.88493794028849
"313","ots","low workload","spont speech1",1.09882791688865,4.86801963125083,6.06181191139408,2.69436241165345
"314","ots","low workload","spont speech2",1.06521283287901,4.92598581913173,6.31919392959323,2.95484727755644
"315","ots","low workload","spont speech3",1.07619795758052,4.19536874878381,4.9581630667445,2.29804471449716
"316","ots","moderate workload","reading1",1.12321689318207,5.21208156144368,6.16893732970027,2.94888597640891
"317","ots","moderate workload","reading2",1.10859728506787,4.96051607162718,6.04847676228597,2.87978569036723
"318","ots","moderate workload","spont speech1",1.06838550174385,4.30540363159046,5.07458768975021,2.31660231660232
"319","ots","moderate workload","spont speech2",1.070880293556,4.8842325043809,6.02988857004435,2.73870377970971
"320","ots","moderate workload","spont speech3",1.14054451802796,4.55972696245734,5.87940841865757,2.65925959655753
"321","php","low workload","reading1",0.866247292977209,5.03516461115075,6.33272245978416,3.01456360118138
"322","php","low workload","reading2",0.914335474039404,5.067283431455,6.14900314795383,2.93156174206475
"323","php","low workload","reading3",0.933644548182727,5.27547330355244,6.31264661974835,2.97682330427387
"324","php","low workload","spont speech1",0.871914970275626,4.45081526608135,5.50899061537359,2.61620614270867
"325","php","low workload","spont speech2",0.914263482954822,4.1945170977429,4.98885982756951,2.42435996896819
"326","php","low workload","spont speech3",0.909834026370971,4.82130934392241,5.81628701193536,2.73510283002285
"327","php","moderate workload","reading1",1.20447375967881,5.0487987987988,5.75445173383318,2.83488219280954
"328","php","moderate workload","reading2",1.16267210606833,4.98743086978381,6.11301025537905,2.95636326819885
"329","php","moderate workload","reading3",1.18649552367598,5.13093463913136,6.1643107662876,3.07988450433109
"330","php","moderate workload","spont speech1",1.17281553398058,4.14471645491168,4.82515586879913,2.22772277227723
"331","php","moderate workload","spont speech2",1.15855435733022,4.5034265201784,5.57670691468146,2.5102477600029
"332","php","moderate workload","spont speech3",1.16546290216678,5.28423174352409,6.59711818701822,3.06241996567038
"333","pry","low workload","reading1",1.09953040888787,6.06060606060606,7.4808472284813,3.55575559806459
"334","pry","low workload","reading2",1.1549793753683,6.07105898585719,7.15271389144434,3.54185832566697
"335","pry","low workload","reading3",1.20685493603669,6.08284023668639,7.5020707608567,3.41085271317829
"336","pry","low workload","spont speech1",1.06003244997296,5.07450952363935,6.2432954301652,2.75940951495872
"337","pry","low workload","spont speech2",1.17229792794475,4.78798194331385,6.03145235892692,2.73800273800274
"338","pry","low workload","spont speech3",1.28473369305877,5.12241329058584,6.22792002039553,2.85193289569657
"339","pry","moderate workload","reading1",1.22653316645807,5.80590307299891,7.18708267573146,3.30779520856135
"340","pry","moderate workload","reading2",1.27388535031847,5.64479118861863,6.72249627165309,3.12213039485767
"341","pry","moderate workload","reading3",1.33266281116419,5.8020897357099,7.12705824526911,3.37230769230769
"342","pry","moderate workload","spont speech1",1.33213468453743,4.39417365123281,5.40210714721556,2.53978590907241
"343","pry","moderate workload","spont speech2",1.27657908133297,4.44513642909969,5.67513915378926,2.54633234698645
"344","pry","moderate workload","spont speech3",1.36100714528751,4.04533173221255,5.0281425891182,2.29954159464943
"345","pzi","low workload","reading1",0.911623195745758,6.05614809366189,7.13322711116558,3.4529535084474
"346","pzi","low workload","reading2",0.913867946081791,5.61559888579387,6.60124888492417,3.11942959001783
"347","pzi","low workload","reading3",0.923404759086066,5.54592720970537,6.7475447718082,3.10688615812659
"348","pzi","low workload","spont speech1",0.874910434815402,4.4950532014187,5.51054694791861,2.53344294148419
"349","pzi","low workload","spont speech2",0.834711986764927,4.83739536261945,6.54122527594637,2.83204210994551
"350","pzi","low workload","spont speech3",0.872104045804421,4.67436974789916,5.55222088835534,2.54514058335523
"351","pzi","moderate workload","reading1",0.824402308326463,5.38636363636364,6.17199909235307,2.80214147397198
"352","pzi","moderate workload","reading2",0.845038255110198,5.09042196918955,5.66565894076811,2.85809981020431
"353","pzi","moderate workload","reading3",0.841346153846154,5.09451360073767,6.10528740928464,2.90360046457607
"354","pzi","moderate workload","spont speech1",0.792663972645322,4.59796672828096,5.34944581280788,2.5488988141075
"355","pzi","moderate workload","spont speech2",0.795570264765784,4.46267950134133,5.0393104101544,2.39838424640242
"356","pzi","moderate workload","spont speech3",0.797275330907965,4.09585055887307,4.99674790526839,2.25114854517611
"357","qlk","low workload","reading1",0.804257835600236,5.53221288515406,6.96320447135538,3.24273883121428
"358","qlk","low workload","reading2",0.759553762164728,5.66343042071197,6.96494464944649,3.43991688791412
"359","qlk","low workload","reading3",0.797843665768194,5.58359282723075,6.93430656934307,3.30827067669173
"360","qlk","low workload","spont speech1",1.07291273139403,4.3470071947866,5.12279644417659,2.3891170818103
"361","qlk","low workload","spont speech2",1.01357886185152,4.59506031016657,5.76371081939607,2.65900383141762
"362","qlk","low workload","spont speech3",1.01082424293476,5.09048355414385,6.22727462699043,2.88377147155933
"363","qlk","moderate workload","reading1",0.917909669343903,5.03727584122506,6.11977856064419,3.00010067451928
"364","qlk","moderate workload","reading2",0.889453621346887,4.76782752902156,5.97972273949928,2.7536231884058
"365","qlk","moderate workload","reading3",0.949628406275805,4.81756276044313,6.21951219512195,3.03030303030303
"366","qlk","moderate workload","spont speech1",0.899550224887556,4.5045378773847,5.60533135875602,2.62329097039535
"367","qlk","moderate workload","spont speech2",0.907064340072258,4.83508102955195,5.87248322147651,2.68646435268455
"368","qlk","moderate workload","spont speech3",0.934475470018912,4.38690586277048,5.18606199600503,2.50786018124653
"369","rct","low workload","reading1",0.877759132567445,6.03254067584481,7.48061045784338,3.30661322645291
"370","rct","low workload","reading2",0.863053687016119,5.96205962059621,7.58620689655172,3.28719723183391
"371","rct","low workload","reading3",0.874056416368693,5.80075662042875,7.0095814422592,3.31184426747567
"372","rct","low workload","spont speech1",0.895603753747907,5.77252217208651,7.18195582126635,3.31714896096329
"373","rct","low workload","spont speech2",0.856470918600162,5.70547417116423,7.25450339945328,3.26856982534895
"374","rct","low workload","spont speech3",0.865860838845981,5.68775790921596,7.03673132480396,3.16162067424997
"375","rct","moderate workload","reading1",0.94687006838506,5.70620742835111,6.70261941448382,3.39200822305024
"376","rct","moderate workload","spont speech1",0.904431715405487,5.105172542855,6.23876572798083,2.884867558353
"377","rct","moderate workload","spont speech2",0.89016177722734,5.09446951732579,5.98179453836151,2.87802824447931
"378","rct","moderate workload","spont speech3",0.903843232568738,5.15634395670475,6.29885748647023,2.89549881547776
"379","rno","low workload","reading1",1.09706653947055,5.14018691588785,6.20770128354726,3.17645684923508
"380","rno","low workload","reading2",1.07367218732153,4.92210431248589,5.66591422121896,2.77558388807402
"381","rno","low workload","reading3",1.11376292760541,5.38186690486824,6.24930253319942,3.03978542691104
"382","rno","low workload","spont speech1",1.00765505389783,5.05317084530001,5.7672902274315,2.71728581964986
"383","rno","low workload","spont speech2",1.10773972932621,5.33028745478774,6.48201027984009,2.95392824812997
"384","rno","low workload","spont speech3",1.13170086035738,5.46126923330912,6.43861850359902,2.99326020880137
"385","rno","moderate workload","reading1",1.07699358386801,4.86824475212148,5.85941851398017,2.87753736337274
"386","rno","moderate workload","reading2",1.03583130747278,4.8845836768343,5.66718186501803,2.70605246849824
"387","rno","moderate workload","reading3",1.08645399907536,5.12301988540613,6.08715184186882,2.95144756111299
"388","rno","moderate workload","spont speech1",1.07531620466264,4.51528384279476,5.10293091416609,2.48882657085269
"389","rno","moderate workload","spont speech2",1.09208008587296,4.95989674564396,5.84493408315663,2.61094196881631
"390","rno","moderate workload","spont speech3",1.05573797747205,4.88748097255935,5.51281523840869,2.73341017618969
"391","rvh","low workload","reading1",0.874519676692726,5.68356374807988,6.87803630784965,3.11534500514933
"392","rvh","low workload","reading2",0.865250031810663,5.56245343928483,6.53708059923239,3.16116988176727
"393","rvh","low workload","reading3",0.878691725652917,5.15929624346172,6.08292740881549,2.9282228306154
"394","rvh","low workload","spont speech1",0.86589616584113,4.64254577157803,5.55071200232491,2.67597440372309
"395","rvh","low workload","spont speech2",0.865207521308948,5.05381375760412,6.31990813592481,2.76834239130435
"396","rvh","low workload","spont speech3",0.859079445145019,3.92861326980904,5.01462273347631,2.24288840262582
"397","rvh","moderate workload","spont speech1",0.841100250056831,3.98643556895252,4.86702328034355,2.17915849796411
"398","rvh","moderate workload","spont speech2",0.794053049501605,4.58406930776348,5.51770544200521,2.62159656073506
"399","rvh","moderate workload","spont speech3",0.817594636579184,4.51867989994352,5.34526544926835,2.50070584439156
"400","sph","low workload","reading1",0.93003593320651,5.81674137391848,6.77648040033361,3.29338196977593
"401","sph","low workload","reading2",0.925403453334838,5.77956989247312,7.06856056369534,3.38034475039176
"402","sph","low workload","reading3",0.897067280046003,5.72315882874889,6.96462237994898,3.35183129855716
"403","sph","low workload","spont speech1",0.891506805699276,5.32998902649318,6.27057532528609,2.97278217899443
"404","sph","low workload","spont speech2",0.885962773307323,5.28365519733408,6.45601638093709,2.9807576427108
"405","sph","low workload","spont speech3",0.874027744366931,5.48756415317805,6.74299249901303,3.1048785305155
"406","sph","moderate workload","reading1",0.862895493767977,5.25221991309276,6.13902531167359,2.87280287280287
"407","sph","moderate workload","reading2",0.863842040312628,5.62404482934284,6.37799286805909,3.21334146837503
"408","sph","moderate workload","reading3",0.847545219638243,5.3484602917342,6.09496810772502,2.88412714532345
"409","sph","moderate workload","spont speech1",0.855112609900036,5.49964054636952,6.61275831087152,3.17022742935906
"410","sph","moderate workload","spont speech2",0.890726896771115,4.91408255974719,5.82823297137216,2.80344310195056
"411","sph","moderate workload","spont speech3",0.903757151707299,5.00886685244834,6.13079512142159,2.91902071563089
"412","tuv","low workload","reading1",0.925376675762249,5.4823039555864,6.7397576457011,3.24047091735634
"413","tuv","low workload","reading2",0.971581248481904,5.6650536999882,6.80720763160994,3.25932923948984
"414","tuv","low workload","reading3",1.03382402517137,5.68131380381713,6.62677304964539,3.17813090343371
"415","tuv","low workload","spont speech1",1.06048703849175,5.29688167449808,6.56259707983846,3.12172393709959
"416","tuv","low workload","spont speech2",1.19354083781886,5.25621118012422,6.35093167701863,2.85026405716061
"417","tuv","low workload","spont speech3",1.20915161812937,5.24338707152919,6.09522319158092,2.95107632093933
"418","tuv","moderate workload","reading1",1.42289568511503,4.36091597481982,5.16046681254559,2.53834915997078
"419","tuv","moderate workload","reading2",1.43648321218415,4.23106812883171,5.23316062176166,2.5185440745213
"420","tuv","moderate workload","reading3",1.4506059493206,4.20236270177654,4.90974729241877,2.31339237303452
"421","tuv","moderate workload","spont speech1",1.50375939849624,4.78259449217602,5.31730737825391,2.64939652634678
"422","tuv","moderate workload","spont speech2",1.54253661576815,4.17850056413648,4.47435997198662,2.06289895687374
"423","tuv","moderate workload","spont speech3",1.55026241421074,3.87910134152255,4.19026047565119,1.94852642688966
"424","tyf","low workload","reading1",0.803571428571429,5.49618320610687,6.45372288237218,3.16283127931072
"425","tyf","low workload","reading2",0.808500808500809,5.4366292898403,6.47938377888536,3.1918505942275
"426","tyf","low workload","reading3",0.779917133804533,5.50607287449393,6.52324774462179,3.19185844801665
"427","tyf","low workload","spont speech1",0.836055783890118,5.06689834926151,5.80728170532392,2.63167031212026
"428","tyf","low workload","spont speech2",0.882205513784461,5.16129032258065,6.12848549303732,2.91543248910041
"429","tyf","low workload","spont speech3",0.888212927756654,5.23434209734673,6.10071596173515,2.77207392197125
"430","tyf","moderate workload","reading1",0.881242131766681,4.81703535249121,5.70424718404464,2.79358510087946
"431","tyf","moderate workload","reading2",0.859719018662193,5.20508015823444,5.78865174388339,2.7597742002927
"432","tyf","moderate workload","reading3",0.873920920814239,5.08562532433835,5.91593149974053,2.93593373178148
"433","tyf","moderate workload","spont speech1",0.900427209990141,4.82897384305835,5.65884681527629,2.60262858997242
"434","tyf","moderate workload","spont speech2",0.911495422177009,4.74625775830595,5.52674230145867,2.6210086420254
"435","tyf","moderate workload","spont speech3",0.965419007675872,4.84225396327107,5.60916294029968,2.64417418595528
"436","uxi","low workload","reading1",0.946015424164525,5.27166229044637,6.44444444444444,3.04404797903437
"437","uxi","low workload","reading2",0.952170062001772,5.67747570695491,6.89805719275267,3.19021085982738
"438","uxi","low workload","reading3",0.947760352025274,5.23339616365451,6.40514184397163,3.12638580931264
"439","uxi","moderate workload","reading1",0.890471950133571,4.68962833236038,5.56474365210624,2.72175445467006
"440","uxi","moderate workload","reading2",0.920245398773006,4.41770843124354,4.98026686713024,2.42503994736347
"441","uxi","moderate workload","reading3",0.93663385262353,4.47074293228139,5.29627195041788,2.58052363910341
"442","vnu","low workload","reading1",1.19396260419013,5.48705986893258,6.48600621945802,3.12950837864832
"443","vnu","low workload","reading2",1.2439217460138,5.35301244630466,6.18874573284881,2.96887116428492
"444","vnu","low workload","reading3",1.23809523809524,5.38095790328192,6.40148440218022,3.09770583440084
"445","vnu","low workload","spont speech1",1.09478892840575,4.75416372726436,5.87639932525686,2.65103863029671
"446","vnu","low workload","spont speech2",1.11496265589822,4.87423061870708,5.84112980683718,2.76888034735568
"447","vnu","low workload","spont speech3",1.17416829745597,5.82122338627915,7.51066615976006,3.3894007269039
"448","vnu","moderate workload","reading1",1.16455106556422,5.47229791099001,6.54438405797101,3.15801431330228
"449","vnu","moderate workload","reading2",1.16476583353555,5.4820641163151,6.25445897740785,3.12090530077427
"450","vnu","moderate workload","reading3",1.15266996000941,5.24976873265495,6.23484586075511,2.99442896935933
"451","vnu","moderate workload","spont speech1",1.08505189378622,4.68363733547137,5.62570989510256,2.67379679144385
"452","vnu","moderate workload","spont speech2",1.15632977924613,4.46461790311779,5.44582077893092,2.57565042617337
"453","vnu","moderate workload","spont speech3",1.06072085723563,4.65066284485847,5.49545031167156,2.5018817878777
"454","wdy","low workload","reading1",0.842992623814542,5.72602387983053,7.06124021055334,3.37107565620175
"455","wdy","low workload","reading2",0.835354351926704,6.11030286999074,7.37997619362518,3.46927966101695
"456","wdy","low workload","reading3",0.859106529209622,5.79911209766926,6.89464211546449,3.2481954469739
"457","wdy","low workload","spont speech1",0.839976667314797,5.41267827624649,6.50444008764848,2.91572104473593
"458","wdy","low workload","spont speech2",0.865360142529906,4.06159526706667,4.90076784290689,2.19983207388749
"459","wdy","low workload","spont speech3",0.875828763198821,5.08932532161149,6.11364277936847,2.7757605099653
"460","wdy","moderate workload","reading1",0.959055699004058,5.28771384136858,6.48325358851675,3.1578947368421
"461","wdy","moderate workload","reading2",0.905432595573441,5.60907206438239,6.70568154108754,3.27068586770808
"462","wdy","moderate workload","reading3",0.945156075115035,5.34379213138865,6.6421568627451,2.99056256894227
"463","wdy","moderate workload","spont speech1",0.876383763837638,4.33598183881952,5.10783200908059,2.43865495304453
"464","wdy","moderate workload","spont speech2",0.897617860293836,4.15890515111196,5.00285116897928,2.37208241465825
"465","wdy","moderate workload","spont speech3",0.959349593495935,4.8189853493159,5.86027364087662,2.79483037156704
"466","wfk","low workload","reading1",0.695777351247601,5.63996316758748,6.57395701643489,3.12644742936545
"467","wfk","low workload","reading2",0.622829081327105,5.91190559644818,6.91427236626956,3.1578947368421
"468","wfk","low workload","reading3",0.602046959662854,5.62607204116638,6.69340974212034,3.3964429145152
"469","wfk","low workload","spont speech1",0.628472887526346,4.70686639799255,5.71689220009123,2.61636750836629
"470","wfk","low workload","spont speech2",0.612946628793542,4.98225901833235,6.1428149024246,2.75168281677639
"471","wfk","low workload","spont speech3",0.639295944206899,4.82617586912065,5.95953402820356,2.63394683026585
"472","wfk","moderate workload","reading1",0.792340706503797,5.41120893278935,6.10997963340122,2.91576673866091
"473","wfk","moderate workload","reading2",0.781674085332754,4.99521734509512,6.03813559322034,2.80016970725499
"474","wfk","moderate workload","reading3",0.806993947545393,5.35381239714756,6.52364273204904,3.13459009206488
"475","wfk","moderate workload","spont speech1",0.767856464058996,4.29865103520836,5.13282982001278,2.39894717052077
"476","wfk","moderate workload","spont speech2",0.759248498934728,4.13056930693069,4.8940776248647,2.3130777859436
"477","wfk","moderate workload","spont speech3",0.770144606939494,4.63909164639092,5.53122465531225,2.49949279772773
"478","wkv","low workload","reading1",0.763143018654607,5.08025122121424,5.95320503945729,2.77149321266968
"479","wkv","low workload","spont speech1",0.746295957563563,5.07111047263324,6.45022266915673,2.9685534591195
"480","wkv","low workload","spont speech2",0.770891150169596,4.83993902439024,6.32621951219512,2.94420502650547
"481","wkv","low workload","spont speech3",0.797306188799009,5.14255058246475,6.2844880441447,2.7836355967946
"482","wkv","moderate workload","reading1",0.914370443593229,5.18208955223881,6.11051438119107,2.70561474919191
"483","wkv","moderate workload","reading2",0.959959580649236,4.90136012743536,6.32555867627305,2.78864970645793
"484","wkv","moderate workload","reading3",0.94694670389705,4.94932830544426,6.26693367887855,2.86018201158256
"485","wkv","moderate workload","spont speech1",0.940097894491492,4.51000729898967,5.43966808804887,2.53602305475504
"486","wkv","moderate workload","spont speech2",0.955840183521315,4.43514644351464,5.50131074047339,2.55523023689114
"487","wkv","moderate workload","spont speech3",0.970490768502446,4.55666470933647,5.40773203944279,2.53640206669798
"488","xfy","low workload","reading1",0.726884019241048,6.07946882456686,7.48729648449653,3.59256567334649
"489","xfy","low workload","reading2",0.65432982312647,6.10900379317229,7.36673986823717,3.37392693152326
"490","xfy","low workload","reading3",0.700092659322557,5.86404257455568,6.98654888576591,3.33768975570524
"491","xfy","low workload","spont speech1",0.763214925091869,5.10776361529548,6.70220162224797,2.99656739957324
"492","xfy","low workload","spont speech2",0.678805668944641,4.14771206850415,5.28944786370529,2.25832366330447
"493","xfy","low workload","spont speech3",0.623785663155742,6.10125050423558,7.80556676079064,3.44183699217764
"494","xfy","moderate workload","reading1",0.855005343783399,5.26454330086865,6.5970699184139,3.17711076004915
"495","xfy","moderate workload","reading2",0.851457658491439,5.32305762165069,6.52271301854673,3.13648176359889
"496","xfy","moderate workload","reading3",0.854700854700855,5.23589791882475,6.27118644067797,3.01176470588235
"497","xfy","moderate workload","spont speech1",0.712871287128713,4.3858616766702,5.35875407006394,2.42609822164645
"498","xfy","moderate workload","spont speech2",0.768977260243876,6.01390310933879,6.94855911661729,3.1485804245155
"499","xfy","moderate workload","spont speech3",0.805591754531454,4.72379768471758,5.95820710013206,2.72833268558103
"500","ybh","low workload","reading1",0.813812823050698,5.82649978420371,7.40021574973031,3.52394335747487
"501","ybh","low workload","reading2",0.816231343283582,5.76644773460982,7.41235392320534,3.50211911666295
"502","ybh","low workload","reading3",0.847166571265026,6.11479028697572,7.28396424235736,3.53278869507618
"503","ybh","low workload","spont speech1",0.86989804794878,4.96216178858979,6.1938338172266,2.83129618120296
"504","ybh","low workload","spont speech2",0.843576765485659,4.61666600563202,5.98897394201404,2.67502778218765
"505","ybh","low workload","spont speech3",0.792680355862883,5.23756079311635,6.46797190007067,3.03698464866664
"506","ybh","moderate workload","reading1",0.787091696182605,5.25516979700247,6.21212121212121,3.03375047402351
"507","ybh","moderate workload","reading2",0.831078469269424,5.20003837666699,6.17864338482203,2.93778801843318
"508","ybh","moderate workload","reading3",0.777555952506042,5.18726216703385,6.46905667935109,3.06306306306306
"509","ybh","moderate workload","spont speech1",0.849256900212314,4.79264160077457,6.06745199289979,2.72877729786461
"510","ybh","moderate workload","spont speech2",0.855931525477962,4.2307540231703,5.18761614803685,2.36634877923311
"511","ybh","moderate workload","spont speech3",0.862383980121318,4.94543345056379,5.96679475096063,2.74290690080546
"512","yvc","low workload","reading1",0.925706147638263,5.96945318876064,7.00325732899023,3.43618513323983
"513","yvc","low workload","reading2",0.936928702010969,5.179952909519,6.47909427194261,3.02826379542396
"514","yvc","low workload","reading3",0.939872273767924,5.8231743401586,6.58717978987133,3.0972928242109
"515","yvc","low workload","spont speech1",0.845024202149479,5.72168494314733,7.14603649900862,3.26342213944449
"516","yvc","low workload","spont speech2",0.865618072416341,5.68772976347368,6.97093708815981,3.22714969810535
"517","yvc","low workload","spont speech3",0.864414919161197,5.82779347955893,7.30659025787966,3.20949309122765
"518","yvc","moderate workload","reading1",0.977410947002606,5.0244837130083,5.9060973018908,2.9815781066979
"519","yvc","moderate workload","reading2",1.0020974131904,5.31054131054131,6.18533257532689,2.96566670468803
"520","yvc","moderate workload","reading3",1.02065036790885,5.00634444572615,5.93649332719742,2.93268675672555
"521","yvc","moderate workload","spont speech1",0.942285041224971,5.30265887233641,6.26060720346973,2.98913043478261
"522","yvc","moderate workload","spont speech2",0.948084715956877,5.23627558548674,6.16187199939515,2.84546692901468
"523","yvc","moderate workload","spont speech3",1.01589763474215,5.12269114089321,6.05967512768327,2.76635801283283
"524","zbw","low workload","reading1",0.64143681847338,4.51292005337862,5.59864275327193,2.75039552147986
"525","zbw","low workload","reading2",0.612244897959184,4.42445605931688,5.14516721793458,2.75173505418239
"526","zbw","low workload","spont speech1",0.77548202050247,4.74920236414038,5.82666457450703,2.50222478144794
"527","zbw","low workload","spont speech2",0.764183071683695,5.24256013045251,6.39217284957195,3.00273346660683
"528","zbw","low workload","spont speech3",0.777767238926302,5.03482025221156,6.30528891398457,2.91929560222243
"529","zbw","moderate workload","reading1",0.886607559496034,5.42141230068337,6.06475148198814,3.09126037049665
"530","zbw","moderate workload","reading2",0.919651500484027,5.4354247902635,6.34658487672526,3.18809776833156
"531","zbw","moderate workload","reading3",0.911598896485546,5.19179510951443,6.30213160333642,3.08477328076076
"532","zbw","moderate workload","spont speech1",0.832748948106592,5.02294968390058,6.08816142721053,2.83362218370884
"533","zbw","moderate workload","spont speech2",0.848532563530595,5.10022946703035,6.22591678572975,2.99774735747704
"534","zbw","moderate workload","spont speech3",0.973939102049553,5.21932848883467,5.8558319630828,2.74917736970598
"535","zib","low workload","reading1",0.953402455011322,5.69840166782488,6.92530399536769,3.10929281122151
"536","zib","low workload","reading2",0.960499459719054,5.42482902515359,6.32823365785814,2.94288031514309
"537","zib","low workload","reading3",0.98005698005698,5.61608446591037,6.48854961832061,3.08906426155581
"538","zib","low workload","spont speech1",0.902264565339982,5.59514694622769,7.1323399493492,3.30023278427675
"539","zib","low workload","spont speech2",0.959763750461425,5.53516819571866,6.99694189602446,3.09669522643819
"540","zib","low workload","spont speech3",1.05927591961112,5.63156564744955,6.62744107136411,3.07703420130738
"541","zib","moderate workload","reading1",0.899861559760037,4.39293598233996,4.90066225165563,2.48585062701143
"542","zib","moderate workload","spont speech1",0.818313287009277,4.95757660753103,6.20861217196314,2.90962630582626
"543","zib","moderate workload","spont speech2",0.868219395266317,4.85267342919779,5.98379543596224,2.82412396417822
"544","zib","moderate workload","spont speech3",0.938092545158178,5.18846128457324,6.35559662090813,2.97127764938924
"545","zmq","low workload","reading1",1.20869229780121,5.75394321766562,6.73197689022859,3.20423867793617
"546","zmq","low workload","reading2",1.21605188488042,5.507474429583,6.37042862760519,3.27219949861459
"547","zmq","low workload","reading3",1.22651356993737,5.71575035242855,6.41123882503193,3.1701393327368
"548","zmq","low workload","spont speech1",1.20878769466918,5.68961137922276,6.7688986252659,3.19557828531495
"549","zmq","low workload","spont speech2",1.23667234867476,5.87823652904129,6.98457129527808,3.27376983597813
"550","zmq","low workload","spont speech3",1.24706122866196,5.09063903048307,6.24430418199615,2.90432609503225
"551","zmq","moderate workload","reading1",1.34610997033995,4.94938132733408,5.86055911081172,2.92430547744911
"552","zmq","moderate workload","reading2",1.86579745981792,4.80970766685052,5.73878627968338,2.77839029768467
"553","zmq","moderate workload","spont speech1",1.25667184649686,5.20591305519076,6.09489173990639,2.8167115902965
"554","zmq","moderate workload","spont speech2",1.23767719651723,5.07581460372083,6.1355409812565,2.92567494890825
"555","zmq","moderate workload","spont speech3",1.22033462860079,4.86686202063957,5.87335966365142,2.78512475701858
"556","acp","low workload","motion only",0.905111410986407,NA,NA,NA
"557","acp","moderate workload","motion only",0.968541468064824,NA,NA,NA
"558","brx","low workload","motion only",0.910472812490103,NA,NA,NA
"559","brx","moderate workload","motion only",1.03048180924287,NA,NA,NA
"560","byo","low workload","motion only",0.821769710755809,NA,NA,NA
"561","byo","moderate workload","motion only",0.665197355239431,NA,NA,NA
"562","csm","low workload","motion only",0.906122448979592,NA,NA,NA
"563","csm","moderate workload","motion only",4.03414405986904,NA,NA,NA
"564","cvq","low workload","motion only",0.844238075137189,NA,NA,NA
"565","cvq","moderate workload","motion only",0.958118839214667,NA,NA,NA
"566","dwq","low workload","motion only",0.601481457068231,NA,NA,NA
"567","dwq","moderate workload","motion only",0.983472658626639,NA,NA,NA
"568","egb","low workload","motion only",0.8003530529355,NA,NA,NA
"569","egb","moderate workload","motion only",1.05522632494217,NA,NA,NA
"570","fpk","low workload","motion only",0.979849861714737,NA,NA,NA
"571","fpk","moderate workload","motion only",1.1103825136612,NA,NA,NA
"572","fws","low workload","motion only",0.811430292282211,NA,NA,NA
"573","fws","moderate workload","motion only",0.894906490557908,NA,NA,NA
"574","gjs","low workload","motion only",0.933743525225819,NA,NA,NA
"575","gjs","moderate workload","motion only",1.05858585858586,NA,NA,NA
"576","gmm","low workload","motion only",0.652134090492764,NA,NA,NA
"577","gmm","moderate workload","motion only",0.739558923734025,NA,NA,NA
"578","hct","low workload","motion only",0.840203312563951,NA,NA,NA
"579","hct","moderate workload","motion only",0.977599487603027,NA,NA,NA
"580","hox","low workload","motion only",0.999385623592054,NA,NA,NA
"581","hox","moderate workload","motion only",0.894202186364625,NA,NA,NA
